"Month","Species","Area","Transect","Quadrat","Biomass","Hits","hits_s","hits","species","model"
"September","Smooth brome","NET","NET-3",6,101.7,97,3.37075004765356,97,"Smooth brome","Model 2"
"July","Bergamot","SET","SET-3",5,102.2,34,0.821293948866119,34,"Bergamot","Model 2"
"September","Indiangrass","NET","NET-3",5,104.7,55,1.67111264846193,55,"Indiangrass","Model 2"
"September","Stiff goldenrod","SET","SET-2",4,105,2,-0.473667879089405,2,"Stiff leaf goldenrod","Model 2"
"September","Indiangrass","SET","SET-1",3,106,72,2.3590611195633,72,"Indiangrass","Model 2"
"September","Indiangrass","NET","NET-2",1,106.9,54,1.63064509133832,54,"Indiangrass","Model 2"
"July","Indiangrass","SET","SET-3",6,107.1,19,0.214280592011967,19,"Indiangrass","Model 2"
"July","Sweet clover","MT","MT-3",6,107.2,65,2.07578821969803,65,"Sweet clover","Model 2"
"July","Prickly lettuce","NET","NET-2",6,107.6,25,0.457085934753628,25,"Prickly lettuce","Model 2"
"July","Sweet clover","NWT","NWT-3",5,107.7,20,0.254748149135577,20,"Sweet clover","Model 2"
"September","Side oats gramma","SET","SET-1",1,107.8,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"May","Smooth brome","MT","MT-1",5,108.1,114,4.05869851875493,114,"Smooth brome","Model 2"
"July","Prickly lettuce","NET","NET-2",5,109.2,17,0.133345477764747,17,"Prickly lettuce","Model 2"
"September","Smooth brome","SWT","SWT-1",3,109.3,75,2.48046379093413,75,"Smooth brome","Model 2"
"September","Big bluestem","NET","NET-3",5,109.9,7,-0.271330093471354,7,"Big bluestem","Model 2"
"September","Indiangrass","SWT","SWT-2",5,110.1,33,0.780826391742509,33,"Indiangrass","Model 2"
"September","Indiangrass","NET","NET-1",5,110.4,41,1.10456684873139,41,"Indiangrass","Model 2"
"May","Smooth brome","MT","MT-3",2,113,73,2.39952867668691,73,"Smooth brome","Model 2"
"July","Stiff goldenrod","NET","NET-1",1,113.1,25,0.457085934753628,25,"Stiff leaf goldenrod","Model 2"
"September","Little bluestem","SWT","SWT-2",3,113.5,68,2.19719089106886,68,"Little bluestem","Model 2"
"July","Smooth brome","WMT","WMT-1",4,114.1,61,1.91391799120359,61,"Smooth brome","Model 2"
"September","Indiangrass","NWT","NWT-2",3,114.4,38,0.983164177360559,38,"Indiangrass","Model 2"
"September","Stiff goldenrod","NWT","NWT-1",4,114.6,10,-0.149927422100524,10,"Stiff leaf goldenrod","Model 2"
"July","Sweet clover","WMT","WMT-2",3,115.6,71,2.31859356243969,71,"Sweet clover","Model 2"
"July","Stiff goldenrod","NWT","NWT-2",2,116,18,0.173813034888357,18,"Stiff leaf goldenrod","Model 2"
"July","Indiangrass","NET","NET-2",2,116.4,55,1.67111264846193,55,"Indiangrass","Model 2"
"July","Smooth brome","NET","NET-2",4,116.9,89,3.04700959066467,89,"Smooth brome","Model 2"
"July","Bergamot","SET","SET-3",4,117.3,66,2.11625577682164,66,"Bergamot","Model 2"
"September","Little bluestem","SET","SET-2",5,117.7,126,4.54430920423825,126,"Little bluestem","Model 2"
"September","Stiff goldenrod","NWT","NWT-3",2,118.3,15,0.0524103635175268,15,"Stiff leaf goldenrod","Model 2"
"September","Stiff goldenrod","NWT","NWT-2",4,118.6,18,0.173813034888357,18,"Stiff leaf goldenrod","Model 2"
"September","Indiangrass","SET","SET-3",6,119.4,31,0.699891277495288,31,"Indiangrass","Model 2"
"September","Stiff goldenrod","NWT","NWT-3",5,119.5,15,0.0524103635175268,15,"Stiff leaf goldenrod","Model 2"
"July","Stiff goldenrod","NWT","NWT-2",4,121,16,0.0928779206411369,16,"Stiff leaf goldenrod","Model 2"
"September","Bergamot","NWT","NWT-1",6,122,35,0.861761505989729,35,"Bergamot","Model 2"
"September","Cup plant","SET","SET-1",3,122.1,43,1.18550196297861,43,"Cup plant","Model 2"
"September","Cup plant","WMT","WMT-1",5,122.9,23,0.376150820506408,23,"Cup plant","Model 2"
"July","Bergamot","NWT","NWT-1",1,123.5,15,0.0524103635175268,15,"Bergamot","Model 2"
"May","Smooth brome","MT","MT-3",1,123.6,145,5.31319278958684,145,"Smooth brome","Model 2"
"September","Stiff goldenrod","NWT","NWT-2",3,123.9,9,-0.190394979224134,9,"Stiff leaf goldenrod","Model 2"
"July","Gray headed coneflower","NET","NET-3",6,124.4,52,1.5497099770911,52,"Grey headed coneflower","Model 2"
"May","Smooth brome","MT","MT-1",4,125,65,2.07578821969803,65,"Smooth brome","Model 2"
"July","Smooth brome","MT","MT-1",2,125.1,74,2.43999623381052,74,"Smooth brome","Model 2"
"September","Sweet clover","MT","MT-1",6,126.9,6,-0.311797650594964,6,"Sweet clover","Model 2"
"July","Sweet clover","WMT","WMT-2",2,128,62,1.9543855483272,62,"Sweet clover","Model 2"
"May","Smooth brome","MT","MT-2",6,129.1,61,1.91391799120359,61,"Smooth brome","Model 2"
"September","Sweet clover","NWT","NWT-2",2,130.7,48,1.38783974859666,48,"Sweet clover","Model 2"
"July","Cup plant","SET","SET-3",3,130.8,36,0.902229063113339,36,"Cup plant","Model 2"
"July","Smooth brome","SWT","SWT-1",2,131.2,46,1.30690463434944,46,"Smooth brome","Model 2"
"September","Ironweed","NET","NET-2",6,131.3,4,-0.392732764842184,4,"Ironweed","Model 2"
"September","Smooth brome","SWT","SWT-3",3,131.4,44,1.22596952010222,44,"Smooth brome","Model 2"
"September","Big bluestem","NWT","NWT-3",2,131.6,66,2.11625577682164,66,"Big bluestem","Model 2"
"September","Indiangrass","SET","SET-1",4,132.3,18,0.173813034888357,18,"Indiangrass","Model 2"
"September","Indiangrass","NWT","NWT-2",4,132.5,24,0.416618377630018,24,"Indiangrass","Model 2"
"July","Stiff goldenrod","NWT","NWT-2",5,132.8,4,-0.392732764842184,4,"Stiff leaf goldenrod","Model 2"
"May","Smooth brome","MT","MT-1",2,135.4,89,3.04700959066467,89,"Smooth brome","Model 2"
"September","Cup plant","SET","SET-1",2,137.9,37,0.942696620236949,37,"Cup plant","Model 2"
"July","Sweet clover","WMT","WMT-2",6,141.1,104,3.65402294751883,104,"Sweet clover","Model 2"
"September","Stiff goldenrod","NWT","NWT-2",2,141.4,35,0.861761505989729,35,"Stiff leaf goldenrod","Model 2"
"July","Stiff goldenrod","NWT","NWT-2",1,143,32,0.740358834618899,32,"Stiff leaf goldenrod","Model 2"
"July","Indiangrass","SET","SET-2",3,143.4,64,2.03532066257442,64,"Indiangrass","Model 2"
"September","Stiff goldenrod","NET","NET-1",1,143.6,22,0.335683263382798,22,"Stiff leaf goldenrod","Model 2"
"July","Cup plant","SWT","SWT-1",5,144.5,18,0.173813034888357,18,"Cup plant","Model 2"
"May","Smooth brome","WMT","WMT-1",6,144.8,60,1.87345043407998,60,"Smooth brome","Model 2"
"September","Smooth brome","MT","MT-2",5,144.9,116,4.13963363300215,116,"Smooth brome","Model 2"
"July","Bergamot","NWT","NWT-3",3,146,26,0.497553491877238,26,"Bergamot","Model 2"
"July","Bergamot","NWT","NWT-3",2,147.9,48,1.38783974859666,48,"Bergamot","Model 2"
"July","Indiangrass","WMT","WMT-1",2,150.4,54,1.63064509133832,54,"Indiangrass","Model 2"
"September","Smooth brome","WMT","WMT-1",1,151,124,4.46337408999103,124,"Smooth brome","Model 2"
"September","Indiangrass","NWT","NWT-3",1,151.1,11,-0.109459864976914,11,"Indiangrass","Model 2"
"May","Smooth brome","MT","MT-2",4,151.9,87,2.96607447641745,87,"Smooth brome","Model 2"
"July","Smooth brome","MT","MT-1",1,152.4,117,4.18010119012576,117,"Smooth brome","Model 2"
"July","Smooth brome","MT","MT-1",6,154.1,82,2.7637366907994,82,"Smooth brome","Model 2"
"July","Indiangrass","SWT","SWT-2",4,156.4,67,2.15672333394525,67,"Indiangrass","Model 2"
"September","Little bluestem","SET","SET-2",1,157.5,60,1.87345043407998,60,"Little bluestem","Model 2"
"September","Indiangrass","SET","SET-2",1,161,29,0.618956163248068,29,"Indiangrass","Model 2"
"July","Smooth brome","WMT","WMT-1",5,162.9,75,2.48046379093413,75,"Smooth brome","Model 2"
"September","Indiangrass","NET","NET-1",1,163.1,44,1.22596952010222,44,"Indiangrass","Model 2"
"May","Smooth brome","MT","MT-2",5,164.4,68,2.19719089106886,68,"Smooth brome","Model 2"
"July","Cup plant","SET","SET-1",2,169.8,40,1.06409929160778,40,"Cup plant","Model 2"
"September","Indiangrass","NET","NET-2",4,171.3,19,0.214280592011967,19,"Indiangrass","Model 2"
"July","Sweet clover","MT","MT-1",3,173.8,96,3.33028249052995,96,"Sweet clover","Model 2"
"September","Bergamot","NET","NET-1",6,175,44,1.22596952010222,44,"Bergamot","Model 2"
"July","Sweet clover","WMT","WMT-2",1,181.2,68,2.19719089106886,68,"Sweet clover","Model 2"
"May","Smooth brome","MT","MT-2",2,182.1,90,3.08747714778828,90,"Smooth brome","Model 2"
"July","Bergamot","NWT","NWT-3",5,188.8,38,0.983164177360559,38,"Bergamot","Model 2"
"September","Sweet clover","NET","NET-2",2,189.8,58,1.79251531983276,58,"Sweet clover","Model 2"
"September","Smooth brome","MT","MT-2",2,190.3,81,2.72326913367579,81,"Smooth brome","Model 2"
"May","Smooth brome","MT","MT-2",3,190.6,104,3.65402294751883,104,"Smooth brome","Model 2"
"July","Smooth brome","MT","MT-2",1,195.6,81,2.72326913367579,81,"Smooth brome","Model 2"
"July","Smooth brome","SET","SET-1",2,199.2,0,-0.554602993336625,0,"Smooth brome","Model 2"
"September","Indiangrass","WMT","WMT-2",6,199.7,67,2.15672333394525,67,"Indiangrass","Model 2"
"July","Indiangrass","WMT","WMT-2",2,202.6,35,0.861761505989729,35,"Indiangrass","Model 2"
"July","Bergamot","NET","NET-1",6,202.9,143,5.23225767533962,143,"Bergamot","Model 2"
"July","Smooth brome","WMT","WMT-1",1,206.3,57,1.75204776270915,57,"Smooth brome","Model 2"
"July","Smooth brome","WMT","WMT-2",1,206.3,0,-0.554602993336625,0,"Smooth brome","Model 2"
"September","Smooth brome","MT","MT-2",6,210.7,80,2.68280157655218,80,"Smooth brome","Model 2"
"September","Smooth brome","SET","SET-2",6,212.2,82,2.7637366907994,82,"Smooth brome","Model 2"
"September","Smooth brome","MT","MT-2",3,214.3,76,2.52093134805774,76,"Smooth brome","Model 2"
"July","Bergamot","NET","NET-3",2,216.4,67,2.15672333394525,67,"Bergamot","Model 2"
"September","Indiangrass","NWT","NWT-3",3,218.7,135,4.90851721835074,135,"Indiangrass","Model 2"
"July","Stiff goldenrod","NWT","NWT-2",6,219.8,6,-0.311797650594964,6,"Stiff leaf goldenrod","Model 2"
"July","Sweet clover","WMT","WMT-2",5,220.9,204,7.70077865987984,204,"Sweet clover","Model 2"
"September","Stiff goldenrod","NWT","NWT-3",1,223,13,-0.0285247507296934,13,"Stiff leaf goldenrod","Model 2"
"September","Indiangrass","SWT","SWT-3",5,226.6,62,1.9543855483272,62,"Indiangrass","Model 2"
"September","Smooth brome","MT","MT-2",4,228.7,50,1.46877486284388,50,"Smooth brome","Model 2"
"July","Smooth brome","MT","MT-2",2,230.4,104,3.65402294751883,104,"Smooth brome","Model 2"
"July","Smooth brome","MT","MT-2",4,239.6,99,3.45168516190078,99,"Smooth brome","Model 2"
"July","Sweet clover","WMT","WMT-2",4,240.9,134,4.86804966122713,134,"Sweet clover","Model 2"
"July","Smooth brome","MT","MT-2",6,251.6,154,5.67740080369933,154,"Smooth brome","Model 2"
"July","Bergamot","WMT","WMT-3",1,257.1,121,4.3419714186202,121,"Bergamot","Model 2"
"July","Smooth brome","SWT","SWT-3",4,259.3,106,3.73495806176605,106,"Smooth brome","Model 2"
"July","Cup plant","SET","SET-2",6,272.5,65,2.07578821969803,65,"Cup plant","Model 2"
"September","Indiangrass","SET","SET-3",1,272.8,62,1.9543855483272,62,"Indiangrass","Model 2"
"September","Big bluestem","NET","NET-1",2,275.7,7,-0.271330093471354,7,"Big bluestem","Model 2"
"July","Smooth brome","SWT","SWT-3",6,280.6,211,7.98405155974511,211,"Smooth brome","Model 2"
"September","Indiangrass","SET","SET-2",4,280.6,88,3.00654203354106,88,"Indiangrass","Model 2"
"September","Smooth brome","SET","SET-1",1,282.1,108,3.81589317601327,108,"Smooth brome","Model 2"
"September","Indiangrass","SET","SET-2",5,289.6,60,1.87345043407998,60,"Indiangrass","Model 2"
"July","Smooth brome","SWT","SWT-1",1,292.8,133,4.82758210410352,133,"Smooth brome","Model 2"
"September","Indiangrass","NET","NET-1",4,294.3,76,2.52093134805774,76,"Indiangrass","Model 2"
"July","Smooth brome","MT","MT-2",3,297.5,148,5.43459546095767,148,"Smooth brome","Model 2"
"September","Indiangrass","SET","SET-1",5,310.1,81,2.72326913367579,81,"Indiangrass","Model 2"
"July","Bergamot","WMT","WMT-3",4,310.6,164,6.08207637493543,164,"Bergamot","Model 2"
"September","Indiangrass","SWT","SWT-2",2,331.2,26,0.497553491877238,26,"Indiangrass","Model 2"
"September","Indiangrass","NET","NET-1",3,333.3,113,4.01823096163132,113,"Indiangrass","Model 2"
"September","Indiangrass","SET","SET-3",3,343.6,97,3.37075004765356,97,"Indiangrass","Model 2"
"July","Smooth brome","MT","MT-2",5,346.6,108,3.81589317601327,108,"Smooth brome","Model 2"
"September","Indiangrass","WMT","WMT-2",4,358.3,50,1.46877486284388,50,"Indiangrass","Model 2"
"September","Indiangrass","SET","SET-3",4,372.9,40,1.06409929160778,40,"Indiangrass","Model 2"
"September","Indiangrass","WMT","WMT-2",5,419.1,102,3.57308783327161,102,"Indiangrass","Model 2"
"September","Indiangrass","SET","SET-2",3,437.7,75,2.48046379093413,75,"Indiangrass","Model 2"
"July","Sweet clover","WMT","WMT-3",2,440,159,5.87973858931738,159,"Sweet clover","Model 2"
"September","Indiangrass","SET","SET-2",2,445.9,69,2.23765844819247,69,"Indiangrass","Model 2"
"July","Smooth brome","SWT","SWT-3",5,469.1,220,8.3482595738576,220,"Smooth brome","Model 2"
"September","Indiangrass","SET","SET-3",2,617.6,135,4.90851721835074,135,"Indiangrass","Model 2"
"July","Cup plant","SET","SET-1",4,755.7,133,4.82758210410352,133,"Cup plant","Model 2"
